names,year,search_name,sum_by_year
Congo,2000,peacebuilding,1
Congo,2000,peacekeeping,1
Congo,2000,peacemaking,1
Congo,2001,peacemaking,1
Congo,2004,conflict prevention,1
Congo,2004,conflict resolution,1
Congo,2005,conflict prevention,1
Congo,2006,conflict transformation,1
Congo,2007,conflict prevention,1
Congo,2007,peacebuilding,2
Congo,2007,peacekeeping,2
Congo,2007,peacemaking,1
Congo,2010,conflict prevention,1
Congo,2010,conflict transformation,1
Congo,2010,peacekeeping,1
Congo,2010,peacemaking,1
Congo,2011,conflict prevention,3
Congo,2011,conflict resolution,3
Congo,2011,conflict transformation,2
Congo,2011,peacebuilding,19
Congo,2011,peacekeeping,18
Congo,2011,peacemaking,5
Congo,2012,conflict prevention,1
Congo,2012,conflict resolution,1
Congo,2012,peacebuilding,5
Congo,2012,peacekeeping,5
Congo,2012,peacemaking,2
Congo,2013,conflict prevention,1
Congo,2013,conflict resolution,1
Congo,2013,conflict transformation,5
Congo,2013,peacebuilding,10
Congo,2013,peacekeeping,4
Congo,2013,peacemaking,3
Congo,2014,conflict prevention,4
Congo,2014,conflict resolution,2
Congo,2014,conflict transformation,2
Congo,2014,peacebuilding,13
Congo,2014,peacekeeping,8
Congo,2014,peacemaking,3
Congo,2015,conflict prevention,1
Congo,2015,peacebuilding,7
Congo,2015,peacekeeping,5
Congo,2015,peacemaking,1
Congo,2016,conflict transformation,1
Congo,2016,peacebuilding,7
Congo,2016,peacekeeping,5
Congo,2016,peacemaking,2
Congo,2017,conflict prevention,3
Congo,2017,conflict resolution,3
Congo,2017,conflict transformation,2
Congo,2017,peacebuilding,11
Congo,2017,peacekeeping,9
Congo,2017,peacemaking,5
Congo,2018,conflict prevention,2
Congo,2018,conflict resolution,1
Congo,2018,conflict transformation,3
Congo,2018,peacebuilding,3
Congo,2018,peacekeeping,2
Congo,2018,peacemaking,1
Costa Rica,1993,conflict prevention,1
Costa Rica,1993,conflict resolution,1
Costa Rica,1993,conflict transformation,1
Costa Rica,2011,conflict resolution,1
Costa Rica,2015,conflict prevention,1
Costa Rica,2015,conflict resolution,1
Costa Rica,2017,conflict prevention,1
Costa Rica,2017,peacebuilding,1
Croatia,2011,conflict prevention,1
Croatia,2011,conflict resolution,1
Croatia,2011,conflict transformation,1
Croatia,2011,peacebuilding,1
Croatia,2011,peacekeeping,1
Croatia,2011,peacemaking,1
Croatia,2012,conflict prevention,1
Croatia,2015,conflict prevention,1
Croatia,2015,peacebuilding,1
Croatia,2016,conflict transformation,1
Croatia,2016,peacebuilding,3
Croatia,2016,peacemaking,1
Croatia,2017,peacebuilding,1
Cuba,1994,peacekeeping,1
Cuba,1997,peacekeeping,2
Cuba,2001,conflict resolution,1
Cuba,2011,conflict resolution,1
Cuba,2012,conflict transformation,1
Cuba,2014,peacemaking,1
Cyprus,1988,peacekeeping,1
Cyprus,1990,conflict prevention,1
Cyprus,1990,conflict resolution,1
Cyprus,1990,conflict transformation,1
Cyprus,1990,peacemaking,1
Cyprus,1996,peacekeeping,1
Cyprus,1997,peacemaking,1
Cyprus,1998,peacekeeping,1
Cyprus,1998,peacemaking,1
Cyprus,1999,peacekeeping,1
Cyprus,1999,peacemaking,1
Cyprus,2001,peacebuilding,1
Cyprus,2010,peacemaking,2
Cyprus,2011,conflict resolution,3
Cyprus,2011,conflict transformation,1
Cyprus,2012,conflict prevention,4
Cyprus,2012,conflict resolution,4
Cyprus,2012,conflict transformation,3
Cyprus,2012,peacebuilding,2
Cyprus,2013,conflict prevention,3
Cyprus,2013,conflict resolution,5
Cyprus,2013,conflict transformation,3
Cyprus,2013,peacebuilding,4
Cyprus,2013,peacekeeping,2
Cyprus,2013,peacemaking,5
Cyprus,2014,peacemaking,1
Cyprus,2015,conflict resolution,1
Cyprus,2015,conflict transformation,1
Cyprus,2015,peacebuilding,2
Cyprus,2016,conflict prevention,3
Cyprus,2016,conflict resolution,4
Cyprus,2016,conflict transformation,3
Cyprus,2016,peacebuilding,3
Cyprus,2016,peacekeeping,1
Cyprus,2017,conflict resolution,1
Cyprus,2017,peacebuilding,2
Cyprus,2017,peacemaking,1
Cyprus,2018,conflict prevention,1
Cyprus,2018,conflict resolution,2
Cyprus,2018,conflict transformation,1
Czech Republic,2010,conflict transformation,1
Czech Republic,2010,peacebuilding,1
Czech Republic,2010,peacekeeping,1
Czech Republic,2012,peacebuilding,1
Czech Republic,2012,peacekeeping,1
Czech Republic,2016,conflict transformation,2
Czech Republic,2017,conflict transformation,1
Denmark,1997,peacekeeping,1
Denmark,2003,peacekeeping,1
Denmark,2004,conflict resolution,1
Denmark,2004,conflict transformation,1
Denmark,2004,peacebuilding,1
Denmark,2004,peacemaking,1
Denmark,2012,conflict transformation,1
Denmark,2012,peacekeeping,1
Denmark,2013,conflict prevention,1
Denmark,2014,peacekeeping,1
Denmark,2015,conflict transformation,2
Denmark,2016,conflict resolution,1
Denmark,2016,conflict transformation,1
Denmark,2016,peacekeeping,2
Denmark,2017,conflict transformation,1
Denmark,2017,peacebuilding,1
Denmark,2017,peacemaking,1
Djibouti,2001,conflict prevention,1
Djibouti,2003,conflict prevention,2
Djibouti,2003,conflict resolution,2
Djibouti,2003,conflict transformation,1
Djibouti,2010,conflict resolution,1
Djibouti,2010,peacekeeping,1
Djibouti,2011,peacekeeping,1
Djibouti,2013,peacebuilding,1
Djibouti,2014,peacebuilding,1
Djibouti,2014,peacemaking,1
Djibouti,2017,peacekeeping,1
Djibouti,2018,peacekeeping,2
Dominica,2011,conflict prevention,1
Dominica,2012,peacemaking,1
Dominican Republic,2011,conflict prevention,1
Ecuador,1999,conflict prevention,1
Ecuador,1999,conflict resolution,1
Ecuador,1999,conflict transformation,1
Ecuador,2005,conflict prevention,1
Ecuador,2005,conflict resolution,1
Ecuador,2005,peacebuilding,1
Ecuador,2016,conflict resolution,3
Ecuador,2016,conflict transformation,1
Ecuador,2016,peacebuilding,2
Ecuador,2017,conflict prevention,1
Ecuador,2017,conflict resolution,2
Ecuador,2018,conflict transformation,1
Egypt,1989,peacemaking,1
Egypt,1997,peacekeeping,1
Egypt,2004,peacekeeping,1
Egypt,2005,peacekeeping,1
Egypt,2010,peacemaking,2
Egypt,2011,conflict resolution,2
Egypt,2011,peacebuilding,1
Egypt,2011,peacemaking,2
Egypt,2012,conflict transformation,1
Egypt,2012,peacebuilding,1
Egypt,2012,peacekeeping,3
Egypt,2012,peacemaking,2
Egypt,2013,conflict resolution,1
Egypt,2013,peacebuilding,2
Egypt,2014,conflict resolution,1
Egypt,2015,conflict transformation,5
Egypt,2015,peacebuilding,1
Egypt,2015,peacekeeping,1
Egypt,2015,peacemaking,1
Egypt,2016,conflict prevention,3
Egypt,2016,conflict transformation,4
Egypt,2016,peacebuilding,2
Egypt,2016,peacemaking,2
Egypt,2017,conflict prevention,1
Egypt,2017,conflict resolution,1
Egypt,2017,peacebuilding,2
Egypt,2017,peacemaking,1
Egypt,2018,conflict prevention,1
Egypt,2018,conflict resolution,1
El Salvador,2004,conflict resolution,1
El Salvador,2004,peacebuilding,1
El Salvador,2004,peacemaking,1
El Salvador,2010,conflict resolution,1
El Salvador,2010,peacebuilding,1
El Salvador,2011,conflict resolution,1
El Salvador,2011,peacemaking,1
El Salvador,2013,conflict prevention,1
El Salvador,2013,conflict resolution,1
El Salvador,2013,conflict transformation,1
El Salvador,2013,peacebuilding,2
El Salvador,2014,peacebuilding,1
El Salvador,2017,peacebuilding,1
El Salvador,2018,peacemaking,1
Equatorial Guinea,2015,peacebuilding,1
Equatorial Guinea,2015,peacekeeping,1
Eritrea,2001,conflict prevention,1
Eritrea,2001,peacebuilding,1
Eritrea,2001,peacekeeping,1
Eritrea,2001,peacemaking,1
Eritrea,2003,conflict prevention,1
Eritrea,2003,conflict resolution,1
Eritrea,2003,conflict transformation,1
Eritrea,2003,peacebuilding,1
Eritrea,2003,peacemaking,2
Eritrea,2012,peacebuilding,1
Eritrea,2013,peacebuilding,1
Eritrea,2017,conflict prevention,1
Estonia,2015,conflict resolution,1
Estonia,2015,peacebuilding,1
Estonia,2017,conflict transformation,1
Estonia,2018,peacebuilding,1
Ethiopia,2001,conflict prevention,1
Ethiopia,2001,peacebuilding,1
Ethiopia,2001,peacekeeping,1
Ethiopia,2001,peacemaking,1
Ethiopia,2003,conflict prevention,2
Ethiopia,2003,conflict resolution,2
Ethiopia,2003,conflict transformation,1
Ethiopia,2003,peacebuilding,1
Ethiopia,2003,peacemaking,2
Ethiopia,2006,conflict prevention,1
Ethiopia,2006,conflict resolution,1
Ethiopia,2006,peacebuilding,1
Ethiopia,2006,peacemaking,1
Ethiopia,2007,peacekeeping,1
Ethiopia,2010,peacemaking,1
Ethiopia,2011,conflict transformation,2
Ethiopia,2012,conflict transformation,1
Ethiopia,2012,peacebuilding,1
Ethiopia,2013,peacebuilding,1
Ethiopia,2014,conflict prevention,1
Ethiopia,2014,conflict resolution,1
Ethiopia,2014,conflict transformation,1
Ethiopia,2014,peacebuilding,3
Ethiopia,2014,peacekeeping,2
Ethiopia,2014,peacemaking,2
Ethiopia,2015,conflict prevention,2
Ethiopia,2015,conflict resolution,3
Ethiopia,2015,conflict transformation,2
Ethiopia,2015,peacekeeping,1
Ethiopia,2016,conflict resolution,1
Ethiopia,2016,conflict transformation,1
Ethiopia,2016,peacebuilding,3
Ethiopia,2016,peacekeeping,1
Ethiopia,2017,conflict prevention,3
Ethiopia,2017,conflict resolution,3
Ethiopia,2017,conflict transformation,1
Ethiopia,2017,peacebuilding,2
Ethiopia,2017,peacekeeping,1
Ethiopia,2017,peacemaking,1
Ethiopia,2018,peacekeeping,1
Fiji,1971,conflict resolution,1
Fiji,1994,conflict prevention,1
Fiji,1994,conflict transformation,1
Fiji,2003,conflict resolution,1
Fiji,2011,peacekeeping,1
Fiji,2012,conflict prevention,1
Fiji,2012,peacekeeping,1
Fiji,2013,conflict resolution,1
Fiji,2013,conflict transformation,1
Fiji,2013,peacebuilding,1
Fiji,2013,peacemaking,1
Fiji,2014,conflict resolution,1
Fiji,2015,conflict transformation,1
Fiji,2015,peacekeeping,2
Fiji,2017,peacebuilding,2
Finland,2003,peacekeeping,1
Finland,2009,conflict transformation,1
Finland,2011,conflict prevention,1
Finland,2011,conflict transformation,1
Finland,2011,peacekeeping,1
Finland,2012,peacekeeping,2
Finland,2013,conflict prevention,2
Finland,2013,peacekeeping,1
Finland,2014,peacekeeping,1
Finland,2015,conflict transformation,1
Finland,2015,peacekeeping,1
Finland,2016,conflict prevention,1
Finland,2016,conflict resolution,1
Finland,2016,conflict transformation,1
Finland,2016,peacekeeping,1
Finland,2017,conflict resolution,1
Finland,2017,conflict transformation,1
Finland,2017,peacebuilding,1
France,1971,conflict resolution,1
France,1981,conflict prevention,1
France,1988,peacekeeping,1
France,1990,conflict resolution,1
France,1995,peacekeeping,1
France,1997,peacebuilding,1
France,1997,peacekeeping,1
France,2003,peacekeeping,1
France,2004,peacekeeping,1
France,2005,peacekeeping,1
France,2009,conflict prevention,1
France,2009,conflict transformation,2
France,2009,peacekeeping,1
France,2010,conflict prevention,1
France,2010,conflict resolution,1
France,2010,conflict transformation,1
France,2010,peacebuilding,1
France,2010,peacekeeping,2
France,2010,peacemaking,1
France,2011,peacekeeping,2
France,2012,conflict prevention,1
France,2012,conflict resolution,2
France,2012,conflict transformation,2
France,2012,peacebuilding,1
France,2012,peacekeeping,1
France,2012,peacemaking,2
France,2013,conflict prevention,2
France,2013,conflict transformation,1
France,2013,peacebuilding,1
France,2013,peacekeeping,3
France,2014,conflict prevention,3
France,2014,conflict resolution,1
France,2014,conflict transformation,1
France,2014,peacebuilding,3
France,2014,peacekeeping,3
France,2014,peacemaking,2
France,2015,peacekeeping,1
France,2015,peacemaking,1
France,2016,conflict prevention,1
France,2016,conflict resolution,1
France,2016,conflict transformation,3
France,2016,peacebuilding,3
France,2016,peacekeeping,5
France,2016,peacemaking,2
France,2017,conflict prevention,5
France,2017,conflict resolution,4
France,2017,conflict transformation,1
France,2017,peacebuilding,3
France,2017,peacekeeping,4
France,2018,conflict prevention,2
France,2018,peacebuilding,1
France,2018,peacekeeping,1
Gabon,2011,peacekeeping,1
Gabon,2013,peacekeeping,1
Gabon,2013,peacemaking,1
Gambia,2017,peacekeeping,1
Gambia,2018,peacebuilding,1
Gambia,2018,peacekeeping,1
Georgia,1986,conflict resolution,1
Georgia,1997,peacekeeping,1
Georgia,2003,peacekeeping,1
Georgia,2010,peacekeeping,1
Georgia,2011,conflict resolution,1
Georgia,2011,peacekeeping,1
Georgia,2011,peacemaking,1
Georgia,2012,conflict prevention,3
Georgia,2012,conflict resolution,4
Georgia,2012,conflict transformation,3
Georgia,2012,peacebuilding,2
Georgia,2012,peacekeeping,1
Georgia,2013,conflict prevention,1
Georgia,2013,conflict resolution,1
Georgia,2013,conflict transformation,3
Georgia,2013,peacebuilding,2
Georgia,2013,peacemaking,1
Georgia,2014,peacebuilding,1
Georgia,2014,peacekeeping,1
Georgia,2015,conflict resolution,3
Georgia,2015,conflict transformation,2
Georgia,2015,peacebuilding,4
Georgia,2015,peacekeeping,2
Georgia,2016,conflict prevention,1
Georgia,2016,conflict resolution,2
Georgia,2016,conflict transformation,2
Georgia,2016,peacebuilding,3
Georgia,2016,peacemaking,1
Georgia,2017,conflict prevention,1
Georgia,2017,conflict resolution,1
Georgia,2017,peacebuilding,1
Georgia,2017,peacekeeping,1
Georgia,2017,peacemaking,2
Georgia,2018,conflict prevention,2
Germany,1980,conflict prevention,1
Germany,1980,conflict transformation,1
Germany,1981,conflict prevention,1
Germany,1997,conflict prevention,1
Germany,1997,peacebuilding,1
Germany,1997,peacekeeping,1
Germany,1998,conflict prevention,1
Germany,2000,conflict prevention,1
Germany,2000,conflict transformation,1
Germany,2000,peacemaking,1
Germany,2001,peacekeeping,1
Germany,2003,peacekeeping,1
Germany,2004,peacekeeping,2
Germany,2005,peacekeeping,1
Germany,2010,conflict resolution,1
Germany,2010,conflict transformation,1
Germany,2010,peacekeeping,2
Germany,2010,peacemaking,2
Germany,2011,conflict resolution,1
Germany,2011,conflict transformation,1
Germany,2011,peacebuilding,1
Germany,2011,peacemaking,2
Germany,2012,conflict prevention,2
Germany,2012,conflict resolution,2
Germany,2012,conflict transformation,1
Germany,2012,peacemaking,1
Germany,2013,conflict prevention,2
Germany,2013,conflict transformation,2
Germany,2013,peacebuilding,2
Germany,2013,peacekeeping,1
Germany,2013,peacemaking,1
Germany,2014,conflict prevention,1
Germany,2014,conflict transformation,2
Germany,2014,peacemaking,2
Germany,2015,conflict prevention,1
Germany,2015,peacekeeping,1
Germany,2015,peacemaking,2
Germany,2016,conflict prevention,3
Germany,2016,conflict resolution,1
Germany,2016,conflict transformation,2
Germany,2016,peacebuilding,3
Germany,2016,peacekeeping,5
Germany,2016,peacemaking,1
Germany,2017,conflict prevention,1
Germany,2017,conflict transformation,3
Germany,2017,peacekeeping,2
Germany,2018,conflict resolution,2
Germany,2018,conflict transformation,3
Germany,2018,peacemaking,1
Ghana,2001,conflict prevention,1
Ghana,2001,conflict transformation,1
Ghana,2004,conflict prevention,1
Ghana,2004,conflict resolution,1
Ghana,2004,conflict transformation,1
Ghana,2004,peacekeeping,1
Ghana,2006,conflict transformation,1
Ghana,2007,conflict prevention,1
Ghana,2007,peacebuilding,1
Ghana,2007,peacemaking,1
Ghana,2010,peacebuilding,1
Ghana,2011,conflict resolution,1
Ghana,2011,conflict transformation,1
Ghana,2011,peacebuilding,1
Ghana,2011,peacekeeping,1
Ghana,2011,peacemaking,1
Ghana,2012,conflict prevention,1
Ghana,2012,conflict transformation,1
Ghana,2012,peacebuilding,1
Ghana,2012,peacekeeping,1
Ghana,2012,peacemaking,1
Ghana,2013,conflict prevention,2
Ghana,2013,conflict resolution,3
Ghana,2013,peacebuilding,1
Ghana,2013,peacemaking,1
Ghana,2014,conflict prevention,3
Ghana,2014,conflict resolution,3
Ghana,2014,conflict transformation,3
Ghana,2015,conflict prevention,2
Ghana,2015,conflict resolution,1
Ghana,2015,conflict transformation,1
Ghana,2015,peacekeeping,2
Ghana,2016,conflict transformation,1
Ghana,2017,conflict prevention,1
Ghana,2017,conflict resolution,2
Ghana,2017,conflict transformation,1
Ghana,2017,peacebuilding,3
Ghana,2017,peacemaking,1
Gibraltar,2012,conflict prevention,1
Greece,1999,peacekeeping,1
Greece,2005,conflict prevention,1
Greece,2005,conflict resolution,1
Greece,2005,conflict transformation,1
Greece,2011,conflict resolution,1
Greece,2012,conflict prevention,1
Greece,2012,conflict resolution,1
Greece,2012,conflict transformation,1
Greece,2012,peacebuilding,1
Greece,2012,peacekeeping,1
Greece,2012,peacemaking,1
Greece,2013,conflict prevention,1
Greece,2014,conflict prevention,1
Greece,2014,conflict resolution,1
Greece,2014,conflict transformation,1
Greece,2015,conflict resolution,1
Greece,2015,conflict transformation,1
Greece,2015,peacebuilding,1
Greece,2015,peacemaking,1
Greece,2016,conflict prevention,1
Greece,2016,conflict transformation,3
Greece,2017,conflict transformation,1
Greece,2017,peacebuilding,2
Grenada,2013,peacekeeping,1
Guam,2012,conflict prevention,1
Guatemala,1997,peacebuilding,1
Guatemala,2004,peacebuilding,1
Guatemala,2004,peacemaking,1
Guatemala,2010,conflict transformation,1
Guatemala,2010,peacemaking,1
Guatemala,2011,peacemaking,1
Guatemala,2012,conflict prevention,1
Guatemala,2012,conflict resolution,1
Guatemala,2012,conflict transformation,1
Guatemala,2012,peacebuilding,1
Guatemala,2012,peacemaking,1
Guatemala,2013,conflict prevention,1
Guatemala,2013,conflict resolution,1
Guatemala,2013,conflict transformation,1
Guatemala,2013,peacebuilding,2
Guatemala,2013,peacemaking,1
Guatemala,2015,peacebuilding,2
Guatemala,2016,conflict prevention,2
Guatemala,2016,conflict resolution,1
Guatemala,2016,peacebuilding,2
Guatemala,2016,peacekeeping,1
Guatemala,2016,peacemaking,3
Guatemala,2017,conflict prevention,2
Guatemala,2017,conflict transformation,2
Guatemala,2017,peacebuilding,3
Guinea,1979,peacemaking,1
Guinea,1989,conflict resolution,1
Guinea,1996,peacekeeping,1
Guinea,2001,peacebuilding,1
Guinea,2004,conflict prevention,1
Guinea,2004,conflict transformation,1
Guinea,2006,peacemaking,1
Guinea,2011,peacekeeping,1
Guinea,2012,conflict prevention,1
Guinea,2012,conflict transformation,1
Guinea,2012,peacebuilding,1
Guinea,2012,peacemaking,1
Guinea,2013,peacebuilding,2
Guinea,2014,conflict resolution,1
Guinea,2014,conflict transformation,1
Guinea,2014,peacebuilding,2
Guinea,2014,peacekeeping,1
Guinea,2014,peacemaking,1
Guinea,2015,peacebuilding,4
Guinea,2015,peacekeeping,2
Guinea,2016,conflict prevention,2
Guinea,2016,conflict resolution,2
Guinea,2016,conflict transformation,1
Guinea,2017,conflict transformation,1
Guinea,2017,peacebuilding,3
Guinea,2017,peacekeeping,1
Guinea,2017,peacemaking,1
Guinea,2018,conflict prevention,2
Guinea,2018,conflict resolution,2
Guinea,2018,peacebuilding,1
Guinea-Bissau,2001,peacebuilding,1
Guinea-Bissau,2004,conflict prevention,1
Guinea-Bissau,2004,conflict transformation,1
Guinea-Bissau,2012,peacebuilding,1
Guinea-Bissau,2013,peacebuilding,1
Guinea-Bissau,2014,peacebuilding,1
Guinea-Bissau,2014,peacekeeping,1
Guinea-Bissau,2015,peacebuilding,1
Guinea-Bissau,2015,peacekeeping,1
Guinea-Bissau,2016,conflict prevention,1
Guinea-Bissau,2016,conflict resolution,1
Guinea-Bissau,2018,peacebuilding,1
Haiti,1984,conflict resolution,1
Haiti,1994,peacekeeping,1
Haiti,1999,peacekeeping,1
Haiti,2010,peacebuilding,4
Haiti,2010,peacekeeping,6
Haiti,2010,peacemaking,2
Haiti,2011,peacebuilding,7
Haiti,2011,peacekeeping,3
Haiti,2012,conflict transformation,1
Haiti,2012,peacekeeping,4
Haiti,2013,peacebuilding,3
Haiti,2013,peacekeeping,1
Haiti,2014,peacebuilding,3
Haiti,2014,peacekeeping,5
Haiti,2015,conflict prevention,1
Haiti,2015,conflict resolution,1
Haiti,2015,conflict transformation,2
Haiti,2015,peacebuilding,7
Haiti,2015,peacekeeping,5
Haiti,2016,conflict prevention,1
Haiti,2016,conflict resolution,1
Haiti,2016,peacebuilding,5
Haiti,2016,peacekeeping,2
Haiti,2016,peacemaking,1
Haiti,2017,peacebuilding,2
Haiti,2017,peacekeeping,1
Haiti,2018,peacekeeping,1
Holy See,2004,peacebuilding,1
Holy See,2010,peacemaking,1
Holy See,2011,peacebuilding,1
Holy See,2016,peacebuilding,1
Honduras,2011,conflict resolution,2
Honduras,2018,conflict prevention,1
Hong Kong,1994,conflict prevention,1
Hong Kong,2000,conflict resolution,1
Hong Kong,2000,conflict transformation,1
Hong Kong,2001,conflict resolution,1
Hong Kong,2003,peacekeeping,1
Hong Kong,2006,conflict resolution,1
Hong Kong,2008,conflict prevention,1
Hong Kong,2008,conflict resolution,1
Hong Kong,2008,conflict transformation,1
Hong Kong,2009,conflict transformation,1
Hong Kong,2011,conflict transformation,1
Hong Kong,2012,conflict prevention,1
Hong Kong,2013,conflict prevention,1
Hong Kong,2013,conflict transformation,1
Hong Kong,2014,conflict resolution,1
Hong Kong,2015,peacemaking,1
Hong Kong,2016,conflict resolution,1
Hong Kong,2016,conflict transformation,2
Hong Kong,2017,conflict prevention,1
Hong Kong,2017,conflict resolution,1
Hong Kong,2017,conflict transformation,1
Hungary,1988,peacekeeping,1
Hungary,1997,peacekeeping,1
Hungary,2000,conflict transformation,1
Hungary,2002,conflict transformation,1
Hungary,2003,peacekeeping,1
Hungary,2004,peacekeeping,1
Hungary,2010,peacemaking,1
Hungary,2013,conflict transformation,1
Hungary,2016,conflict transformation,2
Hungary,2017,conflict transformation,1
Iceland,2009,conflict resolution,1
Iceland,2009,peacemaking,1
Iceland,2012,conflict prevention,1
Iceland,2012,conflict resolution,2
Iceland,2012,conflict transformation,2
Iceland,2012,peacebuilding,1
Iceland,2012,peacekeeping,2
India,1964,peacekeeping,1
India,1965,peacekeeping,1
India,1978,conflict resolution,1
India,1980,conflict resolution,1
India,1980,peacemaking,1
India,1988,conflict resolution,1
India,1994,conflict resolution,1
India,1994,peacemaking,1
India,1995,conflict resolution,1
India,1996,conflict prevention,1
India,1996,conflict transformation,2
India,1997,peacekeeping,1
India,2001,conflict resolution,1
India,2001,peacemaking,1
India,2002,conflict resolution,1
India,2003,conflict prevention,1
India,2003,conflict resolution,2
India,2003,conflict transformation,1
India,2003,peacekeeping,1
India,2004,conflict resolution,1
India,2004,peacekeeping,2
India,2005,conflict prevention,1
India,2005,peacemaking,1
India,2006,conflict prevention,1
India,2006,peacekeeping,1
India,2006,peacemaking,1
India,2007,conflict resolution,1
India,2007,conflict transformation,2
India,2007,peacebuilding,1
India,2009,conflict transformation,1
India,2010,conflict prevention,4
India,2010,conflict resolution,3
India,2010,conflict transformation,3
India,2010,peacebuilding,1
India,2010,peacekeeping,1
India,2011,conflict prevention,5
India,2011,conflict resolution,3
India,2011,conflict transformation,4
India,2011,peacebuilding,3
India,2011,peacekeeping,4
India,2011,peacemaking,4
India,2012,conflict prevention,5
India,2012,conflict resolution,7
India,2012,conflict transformation,5
India,2012,peacebuilding,3
India,2012,peacekeeping,4
India,2012,peacemaking,1
India,2013,conflict prevention,6
India,2013,conflict resolution,10
India,2013,conflict transformation,6
India,2013,peacebuilding,5
India,2013,peacekeeping,2
India,2013,peacemaking,1
India,2014,conflict prevention,5
India,2014,conflict resolution,2
India,2014,conflict transformation,5
India,2014,peacebuilding,6
India,2014,peacekeeping,5
India,2014,peacemaking,1
India,2015,conflict prevention,6
India,2015,conflict resolution,4
India,2015,conflict transformation,5
India,2015,peacebuilding,10
India,2015,peacekeeping,3
India,2015,peacemaking,2
India,2016,conflict prevention,1
India,2016,conflict resolution,3
India,2016,conflict transformation,4
India,2016,peacebuilding,2
India,2016,peacekeeping,4
India,2016,peacemaking,3
India,2017,conflict prevention,7
India,2017,conflict resolution,5
India,2017,conflict transformation,6
India,2017,peacebuilding,8
India,2017,peacekeeping,5
India,2017,peacemaking,6
India,2018,conflict prevention,2
India,2018,conflict resolution,1
India,2018,conflict transformation,4
India,2018,peacebuilding,2
India,2018,peacekeeping,2
Indonesia,1988,conflict resolution,1
Indonesia,1990,conflict resolution,1
Indonesia,1994,peacemaking,1
Indonesia,1996,peacekeeping,1
Indonesia,2001,conflict prevention,1
Indonesia,2003,peacekeeping,1
Indonesia,2005,conflict prevention,1
Indonesia,2006,conflict transformation,1
Indonesia,2007,conflict resolution,1
Indonesia,2007,conflict transformation,1
Indonesia,2007,peacebuilding,1
Indonesia,2007,peacemaking,1
Indonesia,2010,conflict prevention,2
Indonesia,2010,conflict resolution,2
Indonesia,2010,conflict transformation,1
Indonesia,2011,conflict prevention,2
Indonesia,2011,conflict transformation,1
Indonesia,2011,peacebuilding,1
Indonesia,2011,peacekeeping,1
Indonesia,2011,peacemaking,1
Indonesia,2012,conflict prevention,2
Indonesia,2012,conflict resolution,5
Indonesia,2012,conflict transformation,5
Indonesia,2012,peacebuilding,3
Indonesia,2012,peacekeeping,1
Indonesia,2013,conflict prevention,1
Indonesia,2013,conflict resolution,4
Indonesia,2013,conflict transformation,3
Indonesia,2013,peacebuilding,2
Indonesia,2013,peacemaking,4
Indonesia,2014,conflict prevention,3
Indonesia,2014,conflict resolution,3
Indonesia,2014,conflict transformation,2
Indonesia,2014,peacebuilding,3
Indonesia,2015,conflict resolution,1
Indonesia,2015,conflict transformation,4
Indonesia,2015,peacebuilding,1
Indonesia,2016,conflict prevention,2
Indonesia,2016,conflict resolution,2
Indonesia,2016,conflict transformation,3
Indonesia,2016,peacebuilding,3
Indonesia,2016,peacemaking,2
Indonesia,2017,conflict prevention,6
Indonesia,2017,conflict resolution,6
Indonesia,2017,conflict transformation,4
Indonesia,2017,peacebuilding,6
Indonesia,2017,peacekeeping,1
Indonesia,2017,peacemaking,2
Indonesia,2018,conflict prevention,2
Indonesia,2018,conflict resolution,1
Indonesia,2018,conflict transformation,2
Indonesia,2018,peacebuilding,1
Indonesia,2018,peacekeeping,1
Indonesia,2018,peacemaking,1
Iran,1981,peacemaking,1
Iran,2004,conflict resolution,1
Iran,2005,peacekeeping,1
Iran,2009,conflict prevention,1
Iran,2009,peacemaking,1
Iran,2010,peacekeeping,1
Iran,2010,peacemaking,2
Iran,2011,peacemaking,2
Iran,2012,conflict prevention,2
Iran,2012,conflict resolution,3
Iran,2012,conflict transformation,3
Iran,2013,conflict prevention,1
Iran,2013,conflict resolution,1
Iran,2013,conflict transformation,1
Iran,2013,peacebuilding,1
Iran,2013,peacekeeping,1
Iran,2014,conflict prevention,2
Iran,2014,conflict resolution,2
Iran,2014,conflict transformation,1
Iran,2015,conflict prevention,1
Iran,2015,conflict resolution,2
Iran,2015,peacebuilding,1
Iran,2016,conflict prevention,2
Iran,2016,conflict resolution,1
Iran,2016,conflict transformation,1
Iran,2016,peacebuilding,1
Iran,2016,peacekeeping,2
Iran,2017,conflict prevention,2
Iran,2017,conflict resolution,2
Iran,2017,conflict transformation,1
Iran,2017,peacebuilding,1
Iran,2017,peacemaking,2
Iran,2018,conflict prevention,1
Iran,2018,peacebuilding,1
Iraq,1991,peacekeeping,1
Iraq,2006,conflict prevention,1
Iraq,2006,conflict resolution,1
Iraq,2006,conflict transformation,1
Iraq,2006,peacebuilding,1
Iraq,2007,conflict prevention,1
Iraq,2007,peacebuilding,1
Iraq,2008,peacebuilding,1
Iraq,2008,peacekeeping,1
Iraq,2009,conflict prevention,1
Iraq,2009,conflict resolution,2
Iraq,2009,conflict transformation,1
Iraq,2009,peacemaking,2
Iraq,2010,conflict prevention,3
Iraq,2010,conflict resolution,1
Iraq,2010,conflict transformation,4
